,JEDI_OCC,JEDI_CODE,nJobs,SKILL_NAME,nSkills,intensity
14783,Bank Worker,J552111,6061,Marketing Materials,2,0.00032997855139415937
14784,Bank Worker,J552111,6061,Massage Therapy,1,0.00016498927569707968
14785,Bank Worker,J552111,6061,Materials Development,1,0.00016498927569707968
14786,Bank Worker,J552111,6061,Media Buying,1,0.00016498927569707968
14787,Bank Worker,J552111,6061,Mediation,1,0.00016498927569707968
14788,Bank Worker,J552111,6061,Medical Research,2,0.00032997855139415937
14789,Bank Worker,J552111,6061,Medical Technology,2,0.00032997855139415937
14790,Bank Worker,J552111,6061,Melanoma Diagnosis / Treatment,1,0.00016498927569707968
14791,Bank Worker,J552111,6061,Membership Sales,1,0.00016498927569707968
14792,Bank Worker,J552111,6061,Merchant Sales,4,0.0006599571027883187
14793,Bank Worker,J552111,6061,Mergers and Acquisitions,9,0.0014849034812737172
14794,Bank Worker,J552111,6061,Microsoft Active Directory,1,0.00016498927569707968
14795,Bank Worker,J552111,6061,Midwifery,2,0.00032997855139415937
14796,Bank Worker,J552111,6061,Mobile Banking,11,0.0018148820326678765
14797,Bank Worker,J552111,6061,Model Building,1,0.00016498927569707968
14798,Bank Worker,J552111,6061,Month-End Close Processes,2,0.00032997855139415937
14799,Bank Worker,J552111,6061,Mortgage Industry Knowledge,8,0.0013199142055766375
14800,Bank Worker,J552111,6061,Mortgage Lending,34,0.005609635373700709
14801,Bank Worker,J552111,6061,Mortgage Sales,1,0.00016498927569707968
14802,Bank Worker,J552111,6061,Motion Graphics,1,0.00016498927569707968
14803,Bank Worker,J552111,6061,Mulesoft,1,0.00016498927569707968
14804,Bank Worker,J552111,6061,Multimedia,4,0.0006599571027883187
14805,Bank Worker,J552111,6061,MUREX,1,0.00016498927569707968
14806,Bank Worker,J552111,6061,MYOB,2,0.00032997855139415937
14807,Bank Worker,J552111,6061,Nationwide Mortgage Licencing System (NMLS),1,0.00016498927569707968
14808,Bank Worker,J552111,6061,Needs Assessment,40,0.0065995710278831865
14809,Bank Worker,J552111,6061,Negotiation Skills,87,0.014354066985645932
14810,Bank Worker,J552111,6061,Network Analytics,1,0.00016498927569707968
14811,Bank Worker,J552111,6061,Network Engineering,1,0.00016498927569707968
14812,Bank Worker,J552111,6061,Network Security,1,0.00016498927569707968
14813,Bank Worker,J552111,6061,Neurological Disorders,1,0.00016498927569707968
14814,Bank Worker,J552111,6061,New Business Development,7,0.0011549249298795578
14815,Bank Worker,J552111,6061,New Era,2,0.00032997855139415937
14816,Bank Worker,J552111,6061,New Store Setups,2,0.00032997855139415937
14817,Bank Worker,J552111,6061,Next Generation Sequencing (NGS),2,0.00032997855139415937
14818,Bank Worker,J552111,6061,Note Taking,1,0.00016498927569707968
14819,Bank Worker,J552111,6061,Nuclear Medicine,2,0.00032997855139415937
14820,Bank Worker,J552111,6061,Nursing,1,0.00016498927569707968
14821,Bank Worker,J552111,6061,Occupational Health and Safety,2,0.00032997855139415937
14822,Bank Worker,J552111,6061,Occupational Therapy,1,0.00016498927569707968
14823,Bank Worker,J552111,6061,Office Administration,5,0.0008249463784853983
14824,Bank Worker,J552111,6061,OLAS,8,0.0013199142055766375
14825,Bank Worker,J552111,6061,Onboarding,64,0.0105593136446131
14826,Bank Worker,J552111,6061,Online Advertising,1,0.00016498927569707968
14827,Bank Worker,J552111,6061,Online Marketing,3,0.0004949678270912389
14828,Bank Worker,J552111,6061,Operations Management,8,0.0013199142055766375
14829,Bank Worker,J552111,6061,Ophthalmology,1,0.00016498927569707968
14830,Bank Worker,J552111,6061,Opportunity Identification,6,0.0009899356541824779
14831,Bank Worker,J552111,6061,Optimisation,10,0.0016498927569707966
14832,Bank Worker,J552111,6061,Oral Hygiene,1,0.00016498927569707968
14833,Bank Worker,J552111,6061,Orthopaedics,1,0.00016498927569707968
14834,Bank Worker,J552111,6061,Outbound Sales,4,0.0006599571027883187
14835,Bank Worker,J552111,6061,Paediatrics,1,0.00016498927569707968
14836,Bank Worker,J552111,6061,Pathology,18,0.0029698069625474343
14837,Bank Worker,J552111,6061,Paxus,1,0.00016498927569707968
14838,Bank Worker,J552111,6061,Payables,1,0.00016498927569707968
14839,Bank Worker,J552111,6061,Payment Processing,5,0.0008249463784853983
14840,Bank Worker,J552111,6061,Payroll Processing,18,0.0029698069625474343
14841,Bank Worker,J552111,6061,PC Support,1,0.00016498927569707968
14842,Bank Worker,J552111,6061,People Development,3,0.0004949678270912389
14843,Bank Worker,J552111,6061,Performance Analysis,15,0.0024748391354561953
14844,Bank Worker,J552111,6061,Performance Appraisals,13,0.002144860584062036
14845,Bank Worker,J552111,6061,Performance Management,12,0.0019798713083649558
14846,Bank Worker,J552111,6061,Permanent Placement,1,0.00016498927569707968
14847,Bank Worker,J552111,6061,Personally Identifiable Information,2,0.00032997855139415937
14848,Bank Worker,J552111,6061,Pertussis,1,0.00016498927569707968
14849,Bank Worker,J552111,6061,Pest Control,4,0.0006599571027883187
14850,Bank Worker,J552111,6061,Pharmaceutical Sales,1,0.00016498927569707968
14851,Bank Worker,J552111,6061,Phone Sales,15,0.0024748391354561953
14852,Bank Worker,J552111,6061,Physics,4,0.0006599571027883187
14853,Bank Worker,J552111,6061,Physiotherapy,3,0.0004949678270912389
14854,Bank Worker,J552111,6061,Policy Development,2,0.00032997855139415937
14855,Bank Worker,J552111,6061,Policy Evaluation,1,0.00016498927569707968
14856,Bank Worker,J552111,6061,Policy Implementation,2,0.00032997855139415937
14857,Bank Worker,J552111,6061,Policy Review,1,0.00016498927569707968
14858,Bank Worker,J552111,6061,Portfolio Management,95,0.01567398119122257
14859,Bank Worker,J552111,6061,Portfolio Optimisation,7,0.0011549249298795578
14860,Bank Worker,J552111,6061,Predictive Models,1,0.00016498927569707968
14861,Bank Worker,J552111,6061,Prepare Presentations,5,0.0008249463784853983
14862,Bank Worker,J552111,6061,Preparing Proposals,344,0.05675631083979541
14863,Bank Worker,J552111,6061,Presentation Design,2,0.00032997855139415937
14864,Bank Worker,J552111,6061,Presenting Solutions,63,0.010394324368916021
14865,Bank Worker,J552111,6061,Prevention Activities,1,0.00016498927569707968
14866,Bank Worker,J552111,6061,Prevention of Criminal Activity,6,0.0009899356541824779
14867,Bank Worker,J552111,6061,Pricing,3,0.0004949678270912389
14868,Bank Worker,J552111,6061,Process Control,2,0.00032997855139415937
14869,Bank Worker,J552111,6061,Process Design,5,0.0008249463784853983
14870,Bank Worker,J552111,6061,Process Improvement,69,0.0113842600230985
14871,Bank Worker,J552111,6061,Process Management,1,0.00016498927569707968
14872,Bank Worker,J552111,6061,Process Modelling,4,0.0006599571027883187
14873,Bank Worker,J552111,6061,Processing Customer Requests,1,0.00016498927569707968
14874,Bank Worker,J552111,6061,Processing Item Returns,2,0.00032997855139415937
14875,Bank Worker,J552111,6061,Procure-To-Pay,5,0.0008249463784853983
14876,Bank Worker,J552111,6061,Product and Service Information,11,0.0018148820326678765
14877,Bank Worker,J552111,6061,Product Development,17,0.0028048176868503546
14878,Bank Worker,J552111,6061,Product Distribution,17,0.0028048176868503546
14879,Bank Worker,J552111,6061,Product Execution,1,0.00016498927569707968
14880,Bank Worker,J552111,6061,Product Knowledge,289,0.04768190067645603
14881,Bank Worker,J552111,6061,Product Management,12,0.0019798713083649558
14882,Bank Worker,J552111,6061,Product Marketing,3,0.0004949678270912389
14883,Bank Worker,J552111,6061,Product Sales,331,0.05461145025573338
14884,Bank Worker,J552111,6061,Product Testing,1,0.00016498927569707968
14885,Bank Worker,J552111,6061,Professional Services Marketing,45,0.007424517406368586
14886,Bank Worker,J552111,6061,Profit Targets,2,0.00032997855139415937
14887,Bank Worker,J552111,6061,Programme Management,1,0.00016498927569707968
14888,Bank Worker,J552111,6061,Programme Planning,2,0.00032997855139415937
14889,Bank Worker,J552111,6061,Project Finance,1,0.00016498927569707968
14890,Bank Worker,J552111,6061,Project Management,50,0.008249463784853984
14891,Bank Worker,J552111,6061,Project Planning and Development Skills,5,0.0008249463784853983
14892,Bank Worker,J552111,6061,Proposal Writing,6,0.0009899356541824779
14893,Bank Worker,J552111,6061,Prosecution,1,0.00016498927569707968
14894,Bank Worker,J552111,6061,Prospecting,111,0.018313809602375844
14895,Bank Worker,J552111,6061,Prospective Clients,51,0.008414453060551066
14896,Bank Worker,J552111,6061,Prototyping,1,0.00016498927569707968
14897,Bank Worker,J552111,6061,Psychiatry,1,0.00016498927569707968
14898,Bank Worker,J552111,6061,Public Relations,1,0.00016498927569707968
14899,Bank Worker,J552111,6061,Public Speaking,2,0.00032997855139415937
14900,Bank Worker,J552111,6061,Publicity,1,0.00016498927569707968
14901,Bank Worker,J552111,6061,Purchasing,1,0.00016498927569707968
14902,Bank Worker,J552111,6061,Quality Assurance and Control,14,0.002309849859759116
14903,Bank Worker,J552111,6061,Quality Management,9,0.0014849034812737172
14904,Bank Worker,J552111,6061,Quantitative Research,5,0.0008249463784853983
14905,Bank Worker,J552111,6061,Real Estate Planning,6,0.0009899356541824779
14906,Bank Worker,J552111,6061,Receiving Checks and Security Deposits,1,0.00016498927569707968
14907,Bank Worker,J552111,6061,Record Keeping,5,0.0008249463784853983
14908,Bank Worker,J552111,6061,Recruiting,2,0.00032997855139415937
14909,Bank Worker,J552111,6061,Recruitment Process Outsourcing (RPO),4,0.0006599571027883187
14910,Bank Worker,J552111,6061,Red Hat WildFly,1,0.00016498927569707968
14911,Bank Worker,J552111,6061,Referral Network,20,0.0032997855139415932
14912,Bank Worker,J552111,6061,Refunds Exchanges and Adjustments,6,0.0009899356541824779
14913,Bank Worker,J552111,6061,Regression Algorithms,1,0.00016498927569707968
14914,Bank Worker,J552111,6061,Regulatory Affairs,1,0.00016498927569707968
14915,Bank Worker,J552111,6061,Regulatory Compliance,5,0.0008249463784853983
14916,Bank Worker,J552111,6061,Rehabilitation,3,0.0004949678270912389
14917,Bank Worker,J552111,6061,Renovation,1,0.00016498927569707968
14918,Bank Worker,J552111,6061,Report Writing,8,0.0013199142055766375
14919,Bank Worker,J552111,6061,Request for Proposal (RFP),2,0.00032997855139415937
14920,Bank Worker,J552111,6061,Requirements Verification and Validation,1,0.00016498927569707968
14921,Bank Worker,J552111,6061,Residential Development,1,0.00016498927569707968
14922,Bank Worker,J552111,6061,Residential Mortgage Lending,16,0.002639828411153275
14923,Bank Worker,J552111,6061,Restaurant Experience,1,0.00016498927569707968
14924,Bank Worker,J552111,6061,Retail Channel,53,0.008744431611945224
14925,Bank Worker,J552111,6061,Retail Distribution Management,1,0.00016498927569707968
14926,Bank Worker,J552111,6061,Retail Industry Knowledge,2,0.00032997855139415937
14927,Bank Worker,J552111,6061,Retail Mortgage,3,0.0004949678270912389
14928,Bank Worker,J552111,6061,Retail Operations,228,0.03761755485893417
14929,Bank Worker,J552111,6061,Retail Sales,15,0.0024748391354561953
14930,Bank Worker,J552111,6061,Retail Store Management,1,0.00016498927569707968
14931,Bank Worker,J552111,6061,Retail Trends,3,0.0004949678270912389
14932,Bank Worker,J552111,6061,Revenue Accounting,1,0.00016498927569707968
14933,Bank Worker,J552111,6061,Risk and Mitigation Analysis,8,0.0013199142055766375
14934,Bank Worker,J552111,6061,Risk Assessment,47,0.007754495957762745
14935,Bank Worker,J552111,6061,Risk Management,143,0.0235934664246824
14936,Bank Worker,J552111,6061,Risk Management Framework,9,0.0014849034812737172
14937,Bank Worker,J552111,6061,Risk Modelling,3,0.0004949678270912389
14938,Bank Worker,J552111,6061,Risk Reporting,3,0.0004949678270912389
14939,Bank Worker,J552111,6061,Robotics,2,0.00032997855139415937
14940,Bank Worker,J552111,6061,Root Cause Analysis,1,0.00016498927569707968
14941,Bank Worker,J552111,6061,Routers,1,0.00016498927569707968
14942,Bank Worker,J552111,6061,Safety Training,2,0.00032997855139415937
14943,Bank Worker,J552111,6061,Sales,874,0.14420062695924765
14944,Bank Worker,J552111,6061,Sales Administration,4,0.0006599571027883187
14945,Bank Worker,J552111,6061,Sales Calls,25,0.004124731892426992
14946,Bank Worker,J552111,6061,Sales Channels,6,0.0009899356541824779
14947,Bank Worker,J552111,6061,Sales Cycle,2,0.00032997855139415937
14948,Bank Worker,J552111,6061,Sales Engineering,1,0.00016498927569707968
14949,Bank Worker,J552111,6061,Sales Goals,406,0.06698564593301436
14950,Bank Worker,J552111,6061,Sales Intelligence,14,0.002309849859759116
14951,Bank Worker,J552111,6061,Sales Leadership,7,0.0011549249298795578
14952,Bank Worker,J552111,6061,Sales Management,9,0.0014849034812737172
14953,Bank Worker,J552111,6061,Sales Meetings,2,0.00032997855139415937
14954,Bank Worker,J552111,6061,Sales Metrics,1,0.00016498927569707968
14955,Bank Worker,J552111,6061,Sales Planning,9,0.0014849034812737172
14956,Bank Worker,J552111,6061,Sales Presentation,1,0.00016498927569707968
14957,Bank Worker,J552111,6061,Sales Principles,6,0.0009899356541824779
14958,Bank Worker,J552111,6061,Sales Proposal,32,0.00527965682230655
14959,Bank Worker,J552111,6061,Sales Strategy,18,0.0029698069625474343
14960,Bank Worker,J552111,6061,Sales Support,15,0.0024748391354561953
14961,Bank Worker,J552111,6061,Sales Training,1,0.00016498927569707968
14962,Bank Worker,J552111,6061,Saltstack,1,0.00016498927569707968
14963,Bank Worker,J552111,6061,SAP S/4HANA,5,0.0008249463784853983
14964,Bank Worker,J552111,6061,Satisfaction Failure Correction,3,0.0004949678270912389
14965,Bank Worker,J552111,6061,Scalability Design,2,0.00032997855139415937
14966,Bank Worker,J552111,6061,Scheduling,16,0.002639828411153275
14967,Bank Worker,J552111,6061,Scrum Master,5,0.0008249463784853983
14968,Bank Worker,J552111,6061,Search Engine Marketing (SEM),1,0.00016498927569707968
14969,Bank Worker,J552111,6061,Search Marketing,1,0.00016498927569707968
14970,Bank Worker,J552111,6061,Secretarial Skills,4,0.0006599571027883187
14971,Bank Worker,J552111,6061,Securities,53,0.008744431611945224
14972,Bank Worker,J552111,6061,Securities Trading,6,0.0009899356541824779
14973,Bank Worker,J552111,6061,Security Industry Knowledge,2,0.00032997855139415937
14974,Bank Worker,J552111,6061,Selling Expertise,382,0.06302590331628444
14975,Bank Worker,J552111,6061,Service and Product Problem Notification,8,0.0013199142055766375
14976,Bank Worker,J552111,6061,Service Improvement,3,0.0004949678270912389
14977,Bank Worker,J552111,6061,Service Level Agreement,12,0.0019798713083649558
14978,Bank Worker,J552111,6061,Settlement Negotiation,1,0.00016498927569707968
14979,Bank Worker,J552111,6061,Site and Study Management,19,0.003134796238244514
14980,Bank Worker,J552111,6061,Six Sigma,4,0.0006599571027883187
14981,Bank Worker,J552111,6061,Skip Tracing,6,0.0009899356541824779
14982,Bank Worker,J552111,6061,Small Business Service,9,0.0014849034812737172
14983,Bank Worker,J552111,6061,Social Content,2,0.00032997855139415937
14984,Bank Worker,J552111,6061,Social Media Industry Experience,4,0.0006599571027883187
14985,Bank Worker,J552111,6061,Social Networking,1,0.00016498927569707968
14986,Bank Worker,J552111,6061,Solution Selling,1,0.00016498927569707968
14987,Bank Worker,J552111,6061,Specimen Collection,2,0.00032997855139415937
14988,Bank Worker,J552111,6061,Spray Painting,1,0.00016498927569707968
14989,Bank Worker,J552111,6061,Spreadsheets,3,0.0004949678270912389
14990,Bank Worker,J552111,6061,SSL,1,0.00016498927569707968
14991,Bank Worker,J552111,6061,Staff Augmentation,1,0.00016498927569707968
14992,Bank Worker,J552111,6061,Staff Development,1,0.00016498927569707968
14993,Bank Worker,J552111,6061,Staff Management,2,0.00032997855139415937
14994,Bank Worker,J552111,6061,Stakeholder Management,136,0.02243854149480284
14995,Bank Worker,J552111,6061,Statistical Reporting,4,0.0006599571027883187
14996,Bank Worker,J552111,6061,Statutory Accounts,1,0.00016498927569707968
14997,Bank Worker,J552111,6061,Store Management,4,0.0006599571027883187
14998,Bank Worker,J552111,6061,Storyboarding,2,0.00032997855139415937
14999,Bank Worker,J552111,6061,Strategic Analysis,7,0.0011549249298795578
15000,Bank Worker,J552111,6061,Strategic Development,1,0.00016498927569707968
15001,Bank Worker,J552111,6061,Strategic Management,1,0.00016498927569707968
15002,Bank Worker,J552111,6061,Strategic Planning,19,0.003134796238244514
15003,Bank Worker,J552111,6061,Strategic Positioning,1,0.00016498927569707968
15004,Bank Worker,J552111,6061,Strategic Recommendations,1,0.00016498927569707968
15005,Bank Worker,J552111,6061,Stress Management,1,0.00016498927569707968
15006,Bank Worker,J552111,6061,Structural Failure Analysis,1,0.00016498927569707968
15007,Bank Worker,J552111,6061,Succession Planning,1,0.00016498927569707968
15008,Bank Worker,J552111,6061,Supervised Learning (Machine Learning),1,0.00016498927569707968
15009,Bank Worker,J552111,6061,Supply Chain Knowledge,5,0.0008249463784853983
15010,Bank Worker,J552111,6061,Supply Chain Management,5,0.0008249463784853983
15011,Bank Worker,J552111,6061,Surveillance,4,0.0006599571027883187
15012,Bank Worker,J552111,6061,SUSE Linux Administration,1,0.00016498927569707968
15013,Bank Worker,J552111,6061,Sustainability,33,0.0054446460980036296
15014,Bank Worker,J552111,6061,System Administration,1,0.00016498927569707968
15015,Bank Worker,J552111,6061,System Architecture,1,0.00016498927569707968
15016,Bank Worker,J552111,6061,System Implementation,1,0.00016498927569707968
15017,Bank Worker,J552111,6061,Systems Development,2,0.00032997855139415937
15018,Bank Worker,J552111,6061,Systems Integration,4,0.0006599571027883187
15019,Bank Worker,J552111,6061,Systems Management,1,0.00016498927569707968
15020,Bank Worker,J552111,6061,Taking Messages,7,0.0011549249298795578
15021,Bank Worker,J552111,6061,Talent Acquisition,4,0.0006599571027883187
15022,Bank Worker,J552111,6061,Talent Management,3,0.0004949678270912389
15023,Bank Worker,J552111,6061,Target Market,16,0.002639828411153275
15024,Bank Worker,J552111,6061,Tariffs,1,0.00016498927569707968
15025,Bank Worker,J552111,6061,Tarot,1,0.00016498927569707968
15026,Bank Worker,J552111,6061,Tax Analysis,1,0.00016498927569707968
15027,Bank Worker,J552111,6061,Tax Law,3,0.0004949678270912389
15028,Bank Worker,J552111,6061,Teaching,2,0.00032997855139415937
15029,Bank Worker,J552111,6061,Team Management,7,0.0011549249298795578
15030,Bank Worker,J552111,6061,Teamwork / Collaboration,449,0.07408018478798878
15031,Bank Worker,J552111,6061,Technical Analysis,2,0.00032997855139415937
15032,Bank Worker,J552111,6061,Technical Support,15,0.0024748391354561953
15033,Bank Worker,J552111,6061,Technical Training,4,0.0006599571027883187
15034,Bank Worker,J552111,6061,Technical Writing / Editing,1,0.00016498927569707968
15035,Bank Worker,J552111,6061,Technology Sales,1,0.00016498927569707968
15036,Bank Worker,J552111,6061,Toileting,1,0.00016498927569707968
15037,Bank Worker,J552111,6061,Trading Systems,1,0.00016498927569707968
15038,Bank Worker,J552111,6061,Training Activities,7,0.0011549249298795578
15039,Bank Worker,J552111,6061,Training Documentation,2,0.00032997855139415937
15040,Bank Worker,J552111,6061,Training Programmes,1,0.00016498927569707968
15041,Bank Worker,J552111,6061,Transaction Processing,3,0.0004949678270912389
15042,Bank Worker,J552111,6061,Transfusion,6,0.0009899356541824779
15043,Bank Worker,J552111,6061,Transfusion Medicine,4,0.0006599571027883187
15044,Bank Worker,J552111,6061,Transmission Control Protocol / Internet Protocol (TCP / IP),1,0.00016498927569707968
15045,Bank Worker,J552111,6061,Transportation Industry Knowledge,2,0.00032997855139415937
15046,Bank Worker,J552111,6061,Troubleshooting Technical Issues,5,0.0008249463784853983
15047,Bank Worker,J552111,6061,Ultrasound,2,0.00032997855139415937
15048,Bank Worker,J552111,6061,Unsupervised Learning,1,0.00016498927569707968
15049,Bank Worker,J552111,6061,Upselling Products and Services,11,0.0018148820326678765
15050,Bank Worker,J552111,6061,UX Wireframes,1,0.00016498927569707968
15051,Bank Worker,J552111,6061,Vaccination,1,0.00016498927569707968
15052,Bank Worker,J552111,6061,Vaccines,1,0.00016498927569707968
15053,Bank Worker,J552111,6061,Value Proposition,68,0.011219270747401418
15054,Bank Worker,J552111,6061,Variance Analysis,1,0.00016498927569707968
15055,Bank Worker,J552111,6061,Varicella,1,0.00016498927569707968
15056,Bank Worker,J552111,6061,Vendor Relations,2,0.00032997855139415937
15057,Bank Worker,J552111,6061,Version Control,1,0.00016498927569707968
15058,Bank Worker,J552111,6061,Video Conferencing,4,0.0006599571027883187
15059,Bank Worker,J552111,6061,Video Editing,2,0.00032997855139415937
15060,Bank Worker,J552111,6061,Video Production,2,0.00032997855139415937
15061,Bank Worker,J552111,6061,Videography,2,0.00032997855139415937
15062,Bank Worker,J552111,6061,Virtualisation,1,0.00016498927569707968
15063,Bank Worker,J552111,6061,Warrants,1,0.00016498927569707968
15064,Bank Worker,J552111,6061,Waterfall Development Process,3,0.0004949678270912389
15065,Bank Worker,J552111,6061,WBC,12,0.0019798713083649558
15066,Bank Worker,J552111,6061,Wealth Creation,12,0.0019798713083649558
15067,Bank Worker,J552111,6061,Wealth Management,259,0.04273222240554364
15068,Bank Worker,J552111,6061,Web Development,4,0.0006599571027883187
15069,Bank Worker,J552111,6061,Website Production,1,0.00016498927569707968
15070,Bank Worker,J552111,6061,Workers' Compensation,2,0.00032997855139415937
15071,Bank Worker,J552111,6061,Workflow Management,18,0.0029698069625474343
15072,Bank Worker,J552111,6061,Workforce Planning,3,0.0004949678270912389
15073,Bank Worker,J552111,6061,Working With Patient And/Or Condition: Bathing,1,0.00016498927569707968
15074,Bank Worker,J552111,6061,Working With Patient And/Or Condition: Hepatitis B,1,0.00016498927569707968
15075,Bank Worker,J552111,6061,Working With Patient And/Or Condition: Trauma,1,0.00016498927569707968
15076,Bank Worker,J552111,6061,Workplace Health and Safety,2,0.00032997855139415937
15077,Bank Worker,J552111,6061,X-Rays,1,0.00016498927569707968
15078,Bank Worker,J552111,6061,XPath,1,0.00016498927569707968
65424,Data Engineer,15-1141.91,57,Account Management,3,0.05263157894736842
65425,Data Engineer,15-1141.91,57,Apache Phoenix,3,0.05263157894736842
65426,Data Engineer,15-1141.91,57,Artificial Intelligence,2,0.03508771929824561
65427,Data Engineer,15-1141.91,57,Benchmarking,1,0.017543859649122806
65428,Data Engineer,15-1141.91,57,Big Data,52,0.912280701754386
65429,Data Engineer,15-1141.91,57,Big Data Analytics,8,0.14035087719298245
65430,Data Engineer,15-1141.91,57,Business Acumen,1,0.017543859649122806
65431,Data Engineer,15-1141.91,57,Business Analysis,1,0.017543859649122806
65432,Data Engineer,15-1141.91,57,Business Intelligence,2,0.03508771929824561
65433,Data Engineer,15-1141.91,57,Business Intelligence Reporting,1,0.017543859649122806
65434,Data Engineer,15-1141.91,57,Calculus,1,0.017543859649122806
65435,Data Engineer,15-1141.91,57,Capacity Management,2,0.03508771929824561
65436,Data Engineer,15-1141.91,57,Chef Infrastructure Automation,3,0.05263157894736842
65437,Data Engineer,15-1141.91,57,Computational Linguistics,1,0.017543859649122806
65438,Data Engineer,15-1141.91,57,Computer Hardware/Software Knowledge,2,0.03508771929824561
65439,Data Engineer,15-1141.91,57,Computer Installation and Setup,2,0.03508771929824561
65440,Data Engineer,15-1141.91,57,Configuration Management,2,0.03508771929824561
65441,Data Engineer,15-1141.91,57,Continuous Integration (CI),2,0.03508771929824561
65442,Data Engineer,15-1141.91,57,Costing,1,0.017543859649122806
65443,Data Engineer,15-1141.91,57,Data Analysis,3,0.05263157894736842
65444,Data Engineer,15-1141.91,57,Data Architecture,1,0.017543859649122806
65445,Data Engineer,15-1141.91,57,Data Engineering,10,0.17543859649122806
65446,Data Engineer,15-1141.91,57,Data Integration,4,0.07017543859649122
65447,Data Engineer,15-1141.91,57,Data Lakes / Reservoirs,7,0.12280701754385966
65448,Data Engineer,15-1141.91,57,Data Management,4,0.07017543859649122
65449,Data Engineer,15-1141.91,57,Data Management Platform (DMP),1,0.017543859649122806
65450,Data Engineer,15-1141.91,57,Data Mining,2,0.03508771929824561
65451,Data Engineer,15-1141.91,57,Data Modelling,2,0.03508771929824561
65452,Data Engineer,15-1141.91,57,Data Privacy,3,0.05263157894736842
65453,Data Engineer,15-1141.91,57,Data Quality,2,0.03508771929824561
65454,Data Engineer,15-1141.91,57,Data Science,6,0.10526315789473684
65455,Data Engineer,15-1141.91,57,Data Security,2,0.03508771929824561
65456,Data Engineer,15-1141.91,57,Data Structures,3,0.05263157894736842
65457,Data Engineer,15-1141.91,57,Data Transformation,6,0.10526315789473684
65458,Data Engineer,15-1141.91,57,Data Warehousing,5,0.08771929824561403
65459,Data Engineer,15-1141.91,57,Database Management,2,0.03508771929824561
65460,Data Engineer,15-1141.91,57,DevOps,9,0.15789473684210525
65461,Data Engineer,15-1141.91,57,Disaster Recovery Planning,2,0.03508771929824561
65462,Data Engineer,15-1141.91,57,Distributed Computing,1,0.017543859649122806
65463,Data Engineer,15-1141.91,57,DNA,1,0.017543859649122806
65464,Data Engineer,15-1141.91,57,Engineering Technical Support,4,0.07017543859649122
65465,Data Engineer,15-1141.91,57,Experiments,2,0.03508771929824561
65466,Data Engineer,15-1141.91,57,Extraction Transformation and Loading (ETL),4,0.07017543859649122
65467,Data Engineer,15-1141.91,57,Graphic Design,1,0.017543859649122806
65468,Data Engineer,15-1141.91,57,Hadoop Administrator,2,0.03508771929824561
65469,Data Engineer,15-1141.91,57,Hardware and Software Installation,2,0.03508771929824561
65470,Data Engineer,15-1141.91,57,Information Retrieval,1,0.017543859649122806
65471,Data Engineer,15-1141.91,57,Internet of Things (IoT),2,0.03508771929824561
65472,Data Engineer,15-1141.91,57,Inventory System,2,0.03508771929824561
65473,Data Engineer,15-1141.91,57,ITIL,3,0.05263157894736842
65474,Data Engineer,15-1141.91,57,Kerberos,5,0.08771929824561403
65475,Data Engineer,15-1141.91,57,Kubernetes,2,0.03508771929824561
65476,Data Engineer,15-1141.91,57,Legal Compliance,2,0.03508771929824561
65477,Data Engineer,15-1141.91,57,Lightweight Directory Access Protocol (LDAP),2,0.03508771929824561
65478,Data Engineer,15-1141.91,57,Machine Learning,5,0.08771929824561403
65479,Data Engineer,15-1141.91,57,Medical Coding,4,0.07017543859649122
65480,Data Engineer,15-1141.91,57,Metadata,2,0.03508771929824561
65481,Data Engineer,15-1141.91,57,Natural Language Processing,1,0.017543859649122806
65482,Data Engineer,15-1141.91,57,Network Engineering,1,0.017543859649122806
65483,Data Engineer,15-1141.91,57,Network Hardware/Software Maintenance,1,0.017543859649122806
65484,Data Engineer,15-1141.91,57,Onboarding,2,0.03508771929824561
65485,Data Engineer,15-1141.91,57,Online Analytical Processing (OLAP),1,0.017543859649122806
65486,Data Engineer,15-1141.91,57,Oozie,3,0.05263157894736842
65487,Data Engineer,15-1141.91,57,Operations Management,4,0.07017543859649122
65488,Data Engineer,15-1141.91,57,Optimisation,2,0.03508771929824561
65489,Data Engineer,15-1141.91,57,Paxus,1,0.017543859649122806
65490,Data Engineer,15-1141.91,57,Performance & Scalability Design,1,0.017543859649122806
65491,Data Engineer,15-1141.91,57,Performance Improvement,1,0.017543859649122806
65492,Data Engineer,15-1141.91,57,Pipeline (Computing),5,0.08771929824561403
65493,Data Engineer,15-1141.91,57,Process Improvement,1,0.017543859649122806
65494,Data Engineer,15-1141.91,57,Project Management,3,0.05263157894736842
65495,Data Engineer,15-1141.91,57,Prototyping,1,0.017543859649122806
65496,Data Engineer,15-1141.91,57,Quality Assurance and Control,1,0.017543859649122806
65497,Data Engineer,15-1141.91,57,Quality Management,1,0.017543859649122806
65498,Data Engineer,15-1141.91,57,Relational Databases,2,0.03508771929824561
65499,Data Engineer,15-1141.91,57,Resource Management,2,0.03508771929824561
65500,Data Engineer,15-1141.91,57,Scalability Design,2,0.03508771929824561
65501,Data Engineer,15-1141.91,57,Scaling,1,0.017543859649122806
65502,Data Engineer,15-1141.91,57,Service Level Agreement,2,0.03508771929824561
65503,Data Engineer,15-1141.91,57,Software Installation,4,0.07017543859649122
